Country Name,Country Code,Series Name,Series Code,2010 [YR2010]
Samoa,WSM,"Population ages 15-64, total",SP.POP.1564.TO,109408
Samoa,WSM,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.061642147
Samoa,WSM,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Samoa,WSM,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,..
San Marino,SMR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-5.473684211
San Marino,SMR,"Population ages 15-64, total",SP.POP.1564.TO,21278
San Marino,SMR,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.03163756
San Marino,SMR,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
San Marino,SMR,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,..
Sao Tome and Principe,STP,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.448434005
Sao Tome and Principe,STP,"Population ages 15-64, total",SP.POP.1564.TO,98688
Sao Tome and Principe,STP,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.032942055
Sao Tome and Principe,STP,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Sao Tome and Principe,STP,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,..
Saudi Arabia,SAU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.039492888
Saudi Arabia,SAU,"Population ages 15-64, total",SP.POP.1564.TO,20108426
Saudi Arabia,SAU,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.108119396
Saudi Arabia,SAU,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Saudi Arabia,SAU,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,..
Senegal,SEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.390889253
Senegal,SEN,"Population ages 15-64, total",SP.POP.1564.TO,6709671
Senegal,SEN,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.288903834
Senegal,SEN,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Senegal,SEN,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,..
Serbia,SRB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.731044553
Serbia,SRB,"Population ages 15-64, total",SP.POP.1564.TO,4955033
Serbia,SRB,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.364029802
Serbia,SRB,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Serbia,SRB,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,37.913
Seychelles,SYC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.505132043
Seychelles,SYC,"Population ages 15-64, total",SP.POP.1564.TO,62131
Seychelles,SYC,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.010025621
Seychelles,SYC,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Seychelles,SYC,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,..
Sierra Leone,SLE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.637492458
Sierra Leone,SLE,"Population ages 15-64, total",SP.POP.1564.TO,3447195
Sierra Leone,SLE,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.245526511
Sierra Leone,SLE,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Sierra Leone,SLE,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,..
Singapore,SGP,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,14.51974971
Singapore,SGP,"Population ages 15-64, total",SP.POP.1564.TO,3987655
Singapore,SGP,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.000126065
Singapore,SGP,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,23.68022919
Singapore,SGP,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,63.49
Sint Maarten (Dutch part),SXM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.199994022
Sint Maarten (Dutch part),SXM,"Population ages 15-64, total",SP.POP.1564.TO,24679
Sint Maarten (Dutch part),SXM,Arable land (hectares per person),AG.LND.ARBL.HA.PC,..
Sint Maarten (Dutch part),SXM,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Sint Maarten (Dutch part),SXM,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,..
Slovak Republic,SVK,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.71663275
Slovak Republic,SVK,"Population ages 15-64, total",SP.POP.1564.TO,3882973
Slovak Republic,SVK,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.258187627
Slovak Republic,SVK,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Slovak Republic,SVK,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,50.522
Slovenia,SVN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.343748472
Slovenia,SVN,"Population ages 15-64, total",SP.POP.1564.TO,1424723
Slovenia,SVN,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.090106186
Slovenia,SVN,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Slovenia,SVN,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,57.119
Solomon Islands,SLB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,9.708388169
Solomon Islands,SLB,"Population ages 15-64, total",SP.POP.1564.TO,299283
Solomon Islands,SLB,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.037010033
Solomon Islands,SLB,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Solomon Islands,SLB,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,..
Somalia,SOM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..
Somalia,SOM,"Population ages 15-64, total",SP.POP.1564.TO,5924533
Somalia,SOM,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.091463549
Somalia,SOM,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Somalia,SOM,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,..
South Africa,ZAF,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.039732881
South Africa,ZAF,"Population ages 15-64, total",SP.POP.1564.TO,34370007
South Africa,ZAF,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.242020259
South Africa,ZAF,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
South Africa,ZAF,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,41.613
South Sudan,SSD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.493416395
South Sudan,SSD,"Population ages 15-64, total",SP.POP.1564.TO,5294093
South Sudan,SSD,Arable land (hectares per person),AG.LND.ARBL.HA.PC,..
South Sudan,SSD,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
South Sudan,SSD,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,..
Spain,ESP,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.162919518
Spain,ESP,"Population ages 15-64, total",SP.POP.1564.TO,31708922
Spain,ESP,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.268974552
Spain,ESP,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Spain,ESP,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,47.772
Sri Lanka,LKA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,8.01596737
Sri Lanka,LKA,"Population ages 15-64, total",SP.POP.1564.TO,13814694
Sri Lanka,LKA,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.058059206
Sri Lanka,LKA,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Sri Lanka,LKA,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,50.745
St. Kitts and Nevis,KNA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.043977654
St. Kitts and Nevis,KNA,"Population ages 15-64, total",SP.POP.1564.TO,32574
St. Kitts and Nevis,KNA,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.094930701
St. Kitts and Nevis,KNA,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
St. Kitts and Nevis,KNA,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,..
St. Lucia,LCA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.330018546
St. Lucia,LCA,"Population ages 15-64, total",SP.POP.1564.TO,116447
St. Lucia,LCA,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.015619973
St. Lucia,LCA,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
St. Lucia,LCA,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,..
St. Martin (French part),MAF,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..
St. Martin (French part),MAF,"Population ages 15-64, total",SP.POP.1564.TO,24507
St. Martin (French part),MAF,Arable land (hectares per person),AG.LND.ARBL.HA.PC,..
St. Martin (French part),MAF,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
St. Martin (French part),MAF,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,..
St. Vincent and the Grenadines,VCT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-4.470467935
St. Vincent and the Grenadines,VCT,"Population ages 15-64, total",SP.POP.1564.TO,71911
St. Vincent and the Grenadines,VCT,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.018296922
St. Vincent and the Grenadines,VCT,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
St. Vincent and the Grenadines,VCT,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,..
Sudan,SDN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.858241952
Sudan,SDN,"Population ages 15-64, total",SP.POP.1564.TO,18720308
Sudan,SDN,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.58914462
Sudan,SDN,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Sudan,SDN,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,..
Suriname,SUR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.168825152
Suriname,SUR,"Population ages 15-64, total",SP.POP.1564.TO,350237
Suriname,SUR,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.100717844
Suriname,SUR,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Suriname,SUR,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,57.46
Sweden,SWE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.952107008
Sweden,SWE,"Population ages 15-64, total",SP.POP.1564.TO,6105521
Sweden,SWE,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.279224229
Sweden,SWE,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Sweden,SWE,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,64.461
Switzerland,CHE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.243397336
Switzerland,CHE,"Population ages 15-64, total",SP.POP.1564.TO,5324519
Switzerland,CHE,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.051597967
Switzerland,CHE,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Switzerland,CHE,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,63.778
Syrian Arab Republic,SYR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.191905841
Syrian Arab Republic,SYR,"Population ages 15-64, total",SP.POP.1564.TO,13437137
Syrian Arab Republic,SYR,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.209825933
Syrian Arab Republic,SYR,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Syrian Arab Republic,SYR,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,39.02
Tajikistan,TJK,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.499999086
Tajikistan,TJK,"Population ages 15-64, total",SP.POP.1564.TO,4573993
Tajikistan,TJK,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.097995494
Tajikistan,TJK,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Tajikistan,TJK,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,..
Tanzania,TZA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.336523427
Tanzania,TZA,"Population ages 15-64, total",SP.POP.1564.TO,23479945
Tanzania,TZA,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.259108035
Tanzania,TZA,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Tanzania,TZA,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,82.422
Thailand,THA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,7.513390533
Thailand,THA,"Population ages 15-64, total",SP.POP.1564.TO,49062663
Thailand,THA,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.256684847
Thailand,THA,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Thailand,THA,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,71.148
Timor-Leste,TLS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,9.331511766
Timor-Leste,TLS,"Population ages 15-64, total",SP.POP.1564.TO,585910
Timor-Leste,TLS,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.106570043
Timor-Leste,TLS,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Timor-Leste,TLS,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,40.165
Togo,TGO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.854352693
Togo,TGO,"Population ages 15-64, total",SP.POP.1564.TO,3642640
Togo,TGO,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.374323536
Togo,TGO,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Togo,TGO,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,..
Tonga,TON,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.803490183
Tonga,TON,"Population ages 15-64, total",SP.POP.1564.TO,60869
Tonga,TON,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.158311837
Tonga,TON,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Tonga,TON,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,..
Trinidad and Tobago,TTO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.32322471
Trinidad and Tobago,TTO,"Population ages 15-64, total",SP.POP.1564.TO,1021608
Trinidad and Tobago,TTO,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.017726775
Trinidad and Tobago,TTO,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Trinidad and Tobago,TTO,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,58.407
Tunisia,TUN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.971132751
Tunisia,TUN,"Population ages 15-64, total",SP.POP.1564.TO,7561113
Tunisia,TUN,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.259108185
Tunisia,TUN,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Tunisia,TUN,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,40.773
Turkiye,TUR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,8.427104323
Turkiye,TUR,"Population ages 15-64, total",SP.POP.1564.TO,48942413
Turkiye,TUR,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.292362202
Turkiye,TUR,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Turkiye,TUR,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,43.002
Turkmenistan,TKM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,9.199999988
Turkmenistan,TKM,"Population ages 15-64, total",SP.POP.1564.TO,3469169
Turkmenistan,TKM,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.368263297
Turkmenistan,TKM,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Turkmenistan,TKM,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,..
Turks and Caicos Islands,TCA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..
Turks and Caicos Islands,TCA,"Population ages 15-64, total",SP.POP.1564.TO,21005
Turks and Caicos Islands,TCA,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.033640584
Turks and Caicos Islands,TCA,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Turks and Caicos Islands,TCA,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,..
Tuvalu,TUV,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-2.222222222
Tuvalu,TUV,"Population ages 15-64, total",SP.POP.1564.TO,6555
Tuvalu,TUV,Arable land (hectares per person),AG.LND.ARBL.HA.PC,..
Tuvalu,TUV,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Tuvalu,TUV,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,..
Uganda,UGA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.637611637
Uganda,UGA,"Population ages 15-64, total",SP.POP.1564.TO,15692449
Uganda,UGA,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.2087087
Uganda,UGA,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,2.957240105
Uganda,UGA,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,71.981
Ukraine,UKR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.092004367
Ukraine,UKR,"Population ages 15-64, total",SP.POP.1564.TO,32265881
Ukraine,UKR,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.708011235
Ukraine,UKR,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Ukraine,UKR,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,58.542
United Arab Emirates,ARE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.602850048
United Arab Emirates,ARE,"Population ages 15-64, total",SP.POP.1564.TO,7301044
United Arab Emirates,ARE,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.005965735
United Arab Emirates,ARE,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
United Arab Emirates,ARE,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,..
United Kingdom,GBR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.238688634
United Kingdom,GBR,"Population ages 15-64, total",SP.POP.1564.TO,41444114
United Kingdom,GBR,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.095114637
United Kingdom,GBR,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
United Kingdom,GBR,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,57.495
United States,USA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.708856694
United States,USA,"Population ages 15-64, total",SP.POP.1564.TO,207573780
United States,USA,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.509869578
United States,USA,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
United States,USA,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,58.472
Uruguay,URY,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,7.803409651
Uruguay,URY,"Population ages 15-64, total",SP.POP.1564.TO,2123833
Uruguay,URY,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.606385812
Uruguay,URY,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Uruguay,URY,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,59.683
Uzbekistan,UZB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,7.597167961
Uzbekistan,UZB,"Population ages 15-64, total",SP.POP.1564.TO,18904261
Uzbekistan,UZB,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.146066157
Uzbekistan,UZB,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Uzbekistan,UZB,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,66.91
Vanuatu,VUT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.258867203
Vanuatu,VUT,"Population ages 15-64, total",SP.POP.1564.TO,140740
Vanuatu,VUT,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.081481995
Vanuatu,VUT,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Vanuatu,VUT,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,63.195
"Venezuela, RB",VEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-1.488791251
"Venezuela, RB",VEN,"Population ages 15-64, total",SP.POP.1564.TO,18456450
"Venezuela, RB",VEN,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.090544942
"Venezuela, RB",VEN,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
"Venezuela, RB",VEN,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,59.312
Viet Nam,VNM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.423244822
Viet Nam,VNM,"Population ages 15-64, total",SP.POP.1564.TO,60511470
Viet Nam,VNM,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.073645183
Viet Nam,VNM,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Viet Nam,VNM,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,75.321
Virgin Islands (U.S.),VIR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.596383224
Virgin Islands (U.S.),VIR,"Population ages 15-64, total",SP.POP.1564.TO,71107
Virgin Islands (U.S.),VIR,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.009228753
Virgin Islands (U.S.),VIR,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Virgin Islands (U.S.),VIR,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,..
West Bank and Gaza,PSE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.777362056
West Bank and Gaza,PSE,"Population ages 15-64, total",SP.POP.1564.TO,2072570
West Bank and Gaza,PSE,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.011542034
West Bank and Gaza,PSE,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
West Bank and Gaza,PSE,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,31.431
"Yemen, Rep.",YEM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,7.70230704
"Yemen, Rep.",YEM,"Population ages 15-64, total",SP.POP.1564.TO,13265795
"Yemen, Rep.",YEM,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.052174378
"Yemen, Rep.",YEM,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
"Yemen, Rep.",YEM,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,31.86
Zambia,ZMB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,10.29822332
Zambia,ZMB,"Population ages 15-64, total",SP.POP.1564.TO,7126462
Zambia,ZMB,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.246518184
Zambia,ZMB,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..
Zambia,ZMB,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,53.6
Zimbabwe,ZWE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,21.45206092
Zimbabwe,ZWE,"Population ages 15-64, total",SP.POP.1564.TO,6919301
Zimbabwe,ZWE,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.311532036
